doc_id,title,abstract,year,source,subject,author,pub_type
EJ1348904,Learner Engagement and Satisfaction in the Online Mathematics Course: The Experience of a Private Philippine University,"Institutions of higher learning had to adopt a flexible learning delivery due to the threat of the global health crisis in 2020. Taking advantage of the technological affordances, many universities and colleges implemented the online learning modality. However, teachers and students found themselves overwhelmed with issues of quality assurance and outcomes of online teaching and learning. In this descriptive research study, the university students' feedback on their engagement and satisfaction in the online mathematics courses was analyzed to get a perspective on successful online learning implementation. The mediation analysis on the responses of 512 university students on a 35-item researcher-made questionnaire showed that the university students were engaged and satisfied with their online mathematics courses. The design factor had a significant effect on learner engagement and satisfaction. The human factor has a significant impact on learner engagement but no significant effect on learner satisfaction. The structural equation model further revealed that learner engagement fully mediates the relationship between human factor and learner satisfaction while partially mediating the relationship between design and learner satisfaction. The results strongly assert the need for efficient and effective instructor knowledge and facilitation, more significant class interaction, and engaging use of technology in online mathematics courses to increase learner satisfaction.",2022,"",Online Courses; Learner Engagement; Student Attitudes; Mathematics Instruction; Teaching Methods; Undergraduate Students; Private Colleges; Foreign Countries; Feedback (Response); Instructional Design; Structural Equation Models; Knowledge Base for Teaching; College Faculty,"Ramos, Romell A.; Carandang, Elizabeth Socorro P.; Pante, Teresita O.",Journal Articles; Reports - Research
EJ1285032,Evaluation and Improvement of Students&apos; Satisfaction in Online Learning during COVID-19,"With the closure of educational institutions due to COVID-19, the biggest challenge with the universities and the instructors was engaging students in virtual learning. This research aimed at supporting university students in Islamabad (Pakistan) for online learning through a collaborative approach. The university started online learning during COVID-19 and had no earlier experience of such mode of learning. The first phase was identifying the problems faced by students during online learning and seeking their suggestions for overcoming them. The next step was working on the students' opinions with a team of instructors to modify existing instructional practices during online instruction. We measured students' satisfaction level pre and post-modification to evaluate students' adoption of online learning. The data for both the phases were collected through a Google Form. The post-modification data revealed students' greater satisfaction in online learning. The findings offer useful insight related to students' adoption of online learning and making it a more meaningful, organized, and productive medium for future learning.",2020,"",Student Satisfaction; Undergraduate Students; Public Colleges; Electronic Learning; COVID-19; Pandemics; School Closing; Adjustment (to Environment); Instructional Effectiveness; Barriers; Internet; Access to Education; Interaction; Time Management; Online Courses; Foreign Countries,"Faize, Fayyaz Ahmad; Nawaz, Muhammad",Journal Articles; Reports - Research
ED597924,Study of the Impact of Online Education on Students&apos; Learning at University Level in Pakistan,"The objective of this study was to explore the impact of online education and to analyze the online education on students' academic learning. The study helps both the students and teachers to know the impact of online education on students' learning. 300 students from Virtual University of twin cities (Islamabad and Rawalpindi) of Pakistan were selected as a targeted population and 90 students selected as a sample size by using the simple random technique. The close-ended questionnaire was used for data collection. The link of online education with computer literacy, creativity among students, motivation of students towards learning, and performance of students was evaluated by the manual method. Results suggested that some major efforts must be made to continue to improve online technology that fosters dynamic learning opportunities for students through online education. It is recommended to have better distance learning environment or first-class online classrooms that can sense a learner's motivation level and respond adaptively.",2018,"",Instructional Effectiveness; Electronic Learning; Educational Technology; Distance Education; Foreign Countries; Academic Achievement; Student Motivation; Computer Literacy; Creativity; Virtual Universities; College Students,"Akhter, Humaira; Mahmood, Munazza",Journal Articles; Reports - Research
EJ1264084,Students&apos; Attitudes toward the Use of Technology in Online Courses,"The learning environment in 21st century schools has become the focus of attention for specialists in the educational field by equipping them with the right technologies to create an attractive and interactive learning environment. The purpose of this study was to find out university students' attitudes toward technologies used in online courses and how employing these technologies benefit the learning environment. This paper reports the results of a quantitative research study examining university students' attitudes toward technologies used in online courses. A total of 496 eligible students (268 male and 228 female) participated in the online survey through Social Networking Sites (SNS). This study found that, because of the complexity of the technologies used in these online courses, university students experienced difficulties using these tools and needed additional experience prior to their use in the online courses. The findings revealed that the most activities used in online courses in universities have largely focused on reading materials and online discussion forums, unlike other activities such as audio, social networking, online conferencing and games has not been widely used.",2020,"",Student Attitudes; Online Courses; Technology Integration; College Students; Distance Education; Gender Differences; Instructional Effectiveness; Handheld Devices; Affordances; Educational Technology; Technological Literacy; Usability; Student Experience,"Alharthi, Majed",Journal Articles; Reports - Research; Tests/Questionnaires
EJ1275359,Within These Hyperporous Walls: An Examination of a Rebundled Online Learning Model of Higher Education,"Through this paper, we explore &quot;unbundling,&quot; the separation of various aspects of education, resources, teaching and assessment (Ossiannilsson et al., 2015) and &quot;rebundling,&quot; where these activities are &quot;recombined into new configurations with little loss of functionality&quot; (Ge et al., 2004, p. 1). We chart the evolution of online learning at the University of Derby, from a small-scale learning and certification bundle to a rebundled online university experience. In this rebundled model, a bespoke department is responsible for the operationalisation and quality of the university's online experience. Firstly, we established the quality impact of this model, using higher education institution (HEI) value drivers. Secondly, focus groups explored macro (national), meso (institutional) and micro (practice) issues from strategic manager, academic and student experience perspectives. To facilitate discussion about the online university experience, we used a new conceptual pedagogic realignment with organisational priorities and horizon emergent technologies (PROPHET) framework. Based on our findings, we make recommendations to HEIs that are considering rebundling online learning. These include the equitable data capture and analysis of online student demographics; consideration of academic well-being and training; and the university-wide benefits obtained from knowledge exchange with online professionals, in relation to future-focused technologies and policymaking.",2020,"",Online Courses; Foreign Countries; Higher Education; Educational Technology; Electronic Learning; Educational Change; Models; Educational Methods; Data Collection; Data Analysis; Expertise; Policy Formation; Evidence Based Practice; College Faculty; Technology Uses in Education; Academic Support Services; Educational Quality; Program Effectiveness; Student Needs; Student Participation; Student Personnel Services; College Administration,"Shaw, Paula; Green, Pauline; Gration, Marlies; Rhodes, Christine; Sheffield, David; Stone, Julie",Journal Articles; Reports - Research
EJ1311421,Online University Education Is the New Normal: But Is Face-to-Face Better?,"Purpose: Following the rapid shift to online learning due to COVID-19, this paper aims to compare the relative efficacy of face-to-face and online university teaching methods. Design/methodology/approach: A scoping review was conducted to examine the learning outcomes within and between online and face-to-face (F2F) university teaching programmes. Findings: Although previous research has supported a &quot;no significant difference&quot; position, the review of 91 comparative studies during 2000-2020 identified 37 (41%) which found online teaching was associated with better learning outcomes, 17 (18%) which favoured F2F and 37 (41%) reporting no significant difference. Purpose-developed online content which supports &quot;student-led&quot; enquiry and cognitive challenge were cited as factors supporting better learning outcomes. Research limitations/implications: This study adopts a pre-defined methodology in reviewing literature which ensures rigour in identifying relevant studies. The large sample of studies (n = 91) supported the comparison of discrete learning modes although high variability in key concepts and outcome variables made it difficult to directly compare some studies. A lack of methodological rigour was observed in some studies. Originality/value: As a result of COVID-19, online university teaching has become the &quot;new normal&quot; but also re-focussed questions regarding its efficacy. The weight of evidence from this review is that online learning is at least as effective and often better than, F2F modalities in supporting learning outcomes, albeit these differences are often modest. The findings raise questions about the presumed benefits of F2F learning and complicate the case for a return to physical classrooms during the pandemic and beyond.",2021,"",Educational Technology; Technology Uses in Education; Online Courses; School Closing; Pandemics; COVID-19; Higher Education; Teaching Methods; Conventional Instruction; Instructional Effectiveness; Web Based Instruction; Grade Point Average; Grades (Scholastic); College Students,"Stevens, Garry John; Bienz, Tobias; Wali, Nidhi; Condie, Jenna; Schismenos, Spyros",Journal Articles; Information Analyses
EJ1206753,Bridging the Gap: Information Literacy and Learning in Online Undergraduate Courses,"This study explores how libraries can enhance information literacy in online undergraduate courses at Purdue University, a large Midwestern research university. The article investigates undergraduate students' perception of the importance and their awareness of libraries' services for online learning, challenges of using information to complete course assignments, and the ability to gather and evaluate information to complete online coursework. The findings contribute to four aspects of the Libraries' programmatic efforts to support undergraduate students taking online courses. These include showing a need for IL, helping students stay connected to resources and support, pedagogic strategies, and strategically targeting courses.",2019,"",Information Literacy; Online Courses; Undergraduate Students; Academic Libraries; Library Services; Student Attitudes; User Needs (Information),"Zakharov, Wei; Maybee, Clarence",Journal Articles; Reports - Research
EJ1396010,Facilitating Undergraduates&apos; Online Self-Regulated Learning: The Role of Teacher Feedback,"Facilitating undergraduates' self-regulated learning (SRL) is the key to successful online learning, and teachers' various feedback plays an important role. Through an investigation on Chinese university students' online learning experience, the study found students' SRL strategies differences in terms of students' gender, grades and achievement rank. The structural equation modeling analysis showed that different teacher feedback can influence different SRL strategies. Specifically, verification feedback, scaffolding feedback and teacher praise were positively related with students' SRL, and teacher criticism also positively predicted three dimensions of SRL. Adopting verification and scaffolding feedback and the balance of teacher praise and criticism were suggested as they can enhance students' online SRL strategies. Implications for university online teaching are further discussed.",2023,"",Undergraduate Students; Electronic Learning; Independent Study; Feedback (Response); Foreign Countries; Learning Experience; Gender Differences; Grades (Scholastic); Academic Achievement; Learning Strategies; Positive Reinforcement; Scaffolding (Teaching Technique); Criticism,"Zheng, Xin; Luo, Lisha; Liu, Chenlu",Journal Articles; Reports - Research
EJ1373337,Student Satisfaction with Online Academic Skills Session during the Pandemic,"During the COVID-19 pandemic, the University of Northampton changed its usual mode of delivery from face-to-face to online. This may have involved less adjustment than in other institutions as, pre-pandemic, the university already made use of active blended learning using its virtual learning environment. To capture the student voice concerning satisfaction with this change of mode, professional service teams surveyed students attending embedded academic skills and information literacy workshops. The number of students completing the survey was 385 and overall, students were satisfied with online learning. Nearly two-thirds of respondents listed specific advantages and challenges of online learning. The most frequently mentioned advantage was convenience: being at home; the greater ease of combining study with work or home life; and reduced traveling saving both time and money. Other advantages were the improved quality and functionality of the online sessions, and positive motivational/affective factors. The most common challenge was issues with technology. Other challenges were negative motivational/ affective factors, with students reporting lack of concentration and that the sessions were impersonal. A significant challenge was a perceived lack of communication between both students and lecturers, and students and their peers. Age was found to be a salient factor with students over the age of 30 markedly more positive about online learning than their younger peers. Concerns for practitioners in moving to online learning would be around ensuring students have access to the appropriate technology and finding ways to improve communication online. However, with appropriate planning, future provision may benefit from the advantages that online learning affords.",2022,"",COVID-19; Pandemics; Student Satisfaction; Online Courses; Educational Technology; Program Effectiveness; Foreign Countries; Age Differences; Interpersonal Relationship; Barriers; Student Attitudes; Intellectual Disciplines; Information Literacy; College Students,"Mansfield, Sheryl; King, Samantha; Rice, Paul",Journal Articles; Reports - Research
EJ1292899,Undergraduates&apos; Perspectives and Challenges of Online Learning during the COVID-19 Pandemic: A Case from the University of Jordan,"The COVID-19 pandemic has affected many countries and has had a serious impact on education around the globe. Jordan has followed strict nationwide procedures to stop the spread of the virus, one of which has been school closures and a shift to online learning. The purpose of this study was to investigate students' perspectives of online learning at the University of Jordan and determine the challenges they experienced as a result of shifting from face-to-face learning to a fully online learning environment. The study took a quantitative approach, using a web-based questionnaire to collect data from 398 undergraduate students enrolled at the School of Educational Science at the University of Jordan. The data were analyzed using descriptive statistics. The results revealed that students preferred an online learning environment to face-to-face learning and perceived the former as being very useful. However, students encountered some challenges, such as mental health issues (anxiety and stress), unreliable internet connections, slow e-learning platforms and services, a lack of information and communication technology skills, poor time management skills, and distractions. These findings highlight the importance of providing students with counseling services for mental health, technical support, and training in time management skills to improve their online learning experiences.",2021,"",Undergraduate Students; Student Attitudes; Barriers; Affordances; Electronic Learning; Online Courses; COVID-19; Pandemics; Internet; Mental Health; Technological Literacy; Time Management; Educational Environment; Foreign Countries,"Jaradat, Suhair; Ajlouni, Aseel",Journal Articles; Reports - Research
EJ1334816,The Effect of E-Learning Sessions on the Development of Reading Comprehension: A Case of EFL Students&apos; Perceptions at Saudi Electronic University,"This study investigated Saudi EFL university students' perceptions toward the development of reading comprehension through e-learning sessions. A cross-sectional questionnaire was utilized and distributed to a sample of 140 participants at Saudi Electronic University. Descriptive statistics, independent sample paired t-test and one-way ANOVA were used to analyze the data. The findings revealed that EFL university students had positive perceptions of the use of online sessions to practice the reading comprehension skill. The majority agreed that reading comprehension strategies such as skimming and scanning were more appropriate to online sessions. E-learning helped these students to be more motivated and created an atmosphere conducive to independent learning. The participants appreciated the role of online sessions in enhancing their reading comprehension skills and facilitating the level of difficulty of any reading passage. Significant differences were identified relating to the respondents' gender and academic year. Female students were more satisfied with e-learning than male students. It is recommended that in light of the rapid growth of e-learning in Saudi Arabia, educational institutions should provide online learning programs and develop well-structured courses for e-learning implementation.",2021,"",Electronic Learning; Second Language Learning; Second Language Instruction; English (Second Language); Student Attitudes; Foreign Countries; Gender Differences; Reading Comprehension; Positive Attitudes; Reading Strategies; Student Motivation; Online Courses; Virtual Universities; Cooperative Learning; Undergraduate Students,"Alhumsi, Mohammad H.; Alshaye, Rasha A.; Sendi, Kholod K.",Journal Articles; Reports - Research
EJ1447561,The Experiences of an Online Academic Advising Approach Supporting Adult Learners Transition into an Enabling Program Preparing Them for University,"Online modes of study are increasingly prevalent in higher education, including university-enabling programs. As student cohorts diversify, access to individualised and holistic support strategies is increasingly important for students to expeditiously transition into higher education. On-campus provision of academic advising, while an effective transition support strategy, potentially disadvantages online students. This study explores the design and evaluation of online academic advising to support adult learners' transition into a regional Australian university enabling program. Quantitative and qualitative data was analysed from 199 survey responses of student experience of engaging with online academic advising. Participants agreed online academic advising had benefits and was useful. Findings included online academic advising provides adult learners support with enrolment, access to relevant and timely information, and development of their student identity and sense of belonging. A transitional typology was used to critically review online academic advising and a method to evaluate the success of the transition.",2024,"",Adult Learning; Academic Advising; Computer Mediated Communication; College Readiness; Academic Support Services; Electronic Learning; Foreign Countries; Program Design; Program Evaluation; Sense of Community; Student Attitudes; Nontraditional Students,Mary McGovern; Russell Crank; Orié Green,Journal Articles; Reports - Research
EJ1316535,Online Learning Satisfaction in Higher Education during the COVID-19 Pandemic: A Regional Comparison between Eastern and Western Chinese Universities,"Student satisfaction is of great significance in online learning, but few studies have explored its determinants in emerging countries. This study investigated the determinants of university students' satisfaction with online learning platforms in China through applying the Technology Satisfaction Model during the COVID-19 pandemic, when an unprecedented amount of learning began to take place online due to the closure of educational institutions. A total of 928 students from five universities in four Chinese provinces or municipalities were surveyed through a purposive sampling technique and analyzed through structural equation modeling and the Rasch model. Findings show that Chinese university students' satisfaction with online learning platforms is directly and indirectly impacted by their computer self-efficacy and the perceived ease of use and usefulness of the platforms. Findings also show that regional differences moderate the associations among these components. The current study adds to theoretical, methodical and practical understanding of university students' satisfaction with using online learning platforms, which have been recognized as irreplaceable emergency educational tools.",2021,"",Foreign Countries; Electronic Learning; Student Satisfaction; College Students; COVID-19; Pandemics; Computer Literacy; Self Efficacy; Usability; Regional Characteristics; Differences,"Jiang, Haozhe; Islam, A. Y. M. Atiquil; Gu, Xiaoqing; Spector, Jonathan Michael",Journal Articles; Reports - Research
EJ1316583,The Use of Metacognitive Strategies for Undisrupted Online Learning: Preparing University Students in the Age of Pandemic,"The primary objective of this study is to evaluate the relationship between the use of metacognitive strategies and learning performance in online learning among university students. The global lockdown due to the COVID-19 global pandemic outbreak has resulted in major interruptions in students' learning and education at all levels around the world. One of the consequences of university closures is that students suddenly find themselves having a lot more responsibility for their learning. Surprisingly, many students are not fully equipped with the relevant skills to excel in online learning despite being born into technology. Students are not aware of how to look inward to examine how they learn and to judge which methods are effective especially when faced with new forms of learning online because they lack metacognitive skills. Metacognition is crucial to the talent of learning. Although many researchers affirmed that metacognitive skills are crucial in any learning, a study on the impact of the use of metacognitive strategies on learning performance is still rudimentary. The study was carried out with 770 university IT students who have taken at least one online learning course. Data was collected using a self-administered instrument that was adapted from multiple sources. Three hypotheses were formulated and structural equation modeling was employed to conduct path modeling analysis. The findings from this study affirmed that students who use metacognitive strategies in online learning are indeed capable of evaluating their understanding of the course content and are capable of adding more effort in regulating their learning process. In view of the findings, this study will be useful for course instructors and students to establish practices on how to utilise metacognitive strategies to enhance students' learning performance as those lacking in metacognition may find themselves at a huge disadvantage.",2021,"",Metacognition; Learning Strategies; Electronic Learning; College Students; COVID-19; Pandemics; Academic Achievement; School Closing; Information Technology; Online Courses; Reflection; Self Evaluation (Individuals),"Anthonysamy, Lilian",Journal Articles; Reports - Research
EJ1179743,Russian Perspectives of Online Learning Technologies in Higher Education: An Empirical Study of a MOOC,"There has been a rapid growth of massive open online courses (MOOCs) in the global education market in the last decade. Online learning technologies are becoming increasingly widespread in the non-formal education sector and in higher and supplementary vocational education. The use of MOOCs in Russia to support the delivery of educational programmes at university level opens opportunities in terms of expanding the educational choice for students, the development of virtual academic mobility, reduction in the cost of educational services, and improvement in the accessibility of education. However, the effectiveness of using different online learning technologies at university level, and the consequences of their widespread adoption, has not been sufficiently explored. In this research study, a comparative analysis is made of the effects of different online learning models on student educational outcomes in a university setting. A study was undertaken in which different groups of students at the Ural Federal University, Russia, were encouraged to study technical and humanities disciplines using a framework of blended learning, and online learning with tutoring support. The results of the study were compared with the results of a reference (control) group of students who studied the same disciplines in a traditionally taught model. It was found that both models (blended and online) of MOOC implementation demonstrated greater learning gains, in comparison with the traditional model. For engineering and technical disciplines, there was no statistically significant difference between blended or online learning technologies. For the humanities discipline, where the communicative component of the learning process was significant, the blended learning technology produced better results. Conclusions of this empirical research may be useful for heads of educational organizations and teachers in helping them to make strategic decisions about the modernization of university courses by increasing the effectiveness of the implementation of new educational technologies. The results of this research project will be used for implementing the State Priority Project, 'The Modern Digital Educational Environment of the Russian Federation'.",2018,"",Foreign Countries; Online Courses; Educational Technology; Technology Uses in Education; Large Group Instruction; Higher Education; Cost Effectiveness; Comparative Analysis; Blended Learning; Control Groups; Experimental Groups; Conventional Instruction; Models; Statistical Analysis,"Larionova, Viola; Brown, Ken; Bystrova, Tatiana; Sinitsyn, Evgueny",Journal Articles; Reports - Research
EJ1363381,Perceptions of University Faculty of Saudi Arabia towards Online Classes Conducted during the COVID-19 Pandemic,"The study aims to find out the perceptions of university faculty who taught the courses online during the COVID-19 pandemic in March 2020. The purpose is to highlight the issues of students and faculty involved in the new context of teaching and learning and prepare them to face the technical and academic challenges. A questionnaire is circulated among the faculty of universities in the Kingdom of Saudi Arabia. The majority of the university faculty who taught the courses online from the middle of the semester are satisfied with their teaching. However, they prefer face-to-face instruction to online instruction. A few of them are in favor of blended learning. The faculty accepts technical and academic issues and issues related to the trust and the value of online instruction. The study is helpful for all the educational institutions, teachers, and students across the world to understand how to conduct online education during crises and calamities to eradicate the technical and academic problems present in the online mode of teaching, and to update and accept the changing trends and developments in the field of education. The article is original because it studies the perceptions of the regular university faculty who taught half of the course face-to-face and the other half online. The novelty lies in finding out how they participated in online teaching during the lockdown period of the COVID-19 pandemic.",2022,"",Foreign Countries; College Faculty; Teacher Attitudes; Online Courses; COVID-19; Pandemics; School Closing; Barriers; In Person Learning; Preferences; Blended Learning; Educational Technology; Teaching Experience; Teacher Characteristics,"Chatta, Bala Swamy; Haque, Mohammad Imdadul; Rao, M. Madhu Sudhan",Journal Articles; Reports - Research
EJ1449348,"The Structural Relationships among Online Class Related Factors, Zoom Fatigue, Learning Engagement, Perceived Achievement, and Class Satisfaction in University Online Classes","The purpose of this study is to identify the structural relationships among online class related factors, zoom fatigue, learning engagement, perceived achievement, and class satisfaction in a university distance learning context. The study analyzed 265 responses from K University in Korea. The key findings of the study are first, situational factors of online class usage, personal factors of online class attitudes, agreeableness and conscientiousness, technical issue of environmental factors, and non-verbal overload (cognitive) factors of interaction factors had significant effects on zoom fatigue. Second, personal characteristics directly affect the study's outcome variables, perceived achievement and class satisfaction in online classes. Third, online class attitude, agreeableness, conscientiousness, technical issue, and non-verbal overload (cognitive) had significant indirect effects on perceived achievement and class satisfaction through the dual mediation of zoom fatigue and learning engagement. Fourth, zoom fatigue did not have a direct effect on perceived achievement and class satisfaction, but had a negative and significant effect on learning engagement, and learning engagement had a positive and significant direct effect on perceived achievement and class satisfaction. Fifth, learning engagement fully mediated the relationship between zoom fatigue, perceived achievement, and class satisfaction. Zoom fatigue has a negative and significant effect on learning engagement, and learning engagement has a positive and significant effect on perceived achievement and class satisfaction. Based on these findings, the study discusses implications for university instructors on effective design and implementation of real-time video lectures and proposes avenues for future research, considering the study's significance and limitations.",2024,"",Foreign Countries; Electronic Learning; College Students; Distance Education; College Faculty; Instructional Design; Computer Attitudes; Online Courses; Learner Engagement; Student Satisfaction; Academic Achievement; Self Evaluation (Individuals); Technical Support; Stress Variables; Burnout; Influence of Technology,Seo Yeon Cho; Tami Im,Journal Articles; Reports - Research
EJ1364100,Supporting and Managing EFL Students&apos; Online Learning in Vietnamese Blended Learning Environments,"It is well-known that blended learning (BL) makes use of the advantages of both face-to-face learning and online learning and can take many different forms. However, for English as a foreign language (EFL) lecturers in Vietnamese universities, BL is still in its early stages of implementation on which this article is focused. This study examined Vietnamese university lecturers' perspectives of supporting and managing EFL students' online learning in BL environments, using semi-structured interviews with 20 EFL lecturers from 10 different Vietnamese universities. The results reveal EFL lecturers implemented five combinations of online and face-to-face learning, of which two were widely used. Due to different university-based policies and varied teaching experience, EFL lecturers in these Vietnamese universities applied three sets of strategies to support and manage students' online learning in BL environments. Some implications for consideration are proposed for improving EFL lecturers' implementations of online learning and BL in Vietnamese universities.",2022,"",Foreign Countries; Blended Learning; English (Second Language); Second Language Instruction; College Faculty; Language Teachers; Online Courses; Educational Technology; Teacher Attitudes; In Person Learning; Teacher Role; Learning Management Systems,"Le, Thi Nguyet; Johnson, Nicola F.",Journal Articles; Reports - Research; Tests/Questionnaires
EJ1385807,Experiences of Adult Learners Engaged in Online Learning during the COVID-19 Pandemic in Ghana,"Adult learners' engagement in distance education is increasing in Ghana. Following the COVID-19 pandemic, the University of Ghana transitioned to online facilitation and learning. This qualitative case study explores the transition to online learning at the Accra Learning Centre, which hosts over 80% of the University of Ghana's distance education students. In-depth interviews were conducted for eight students on the potential strengths, challenges, and coping strategies for learning online. It emerged that online learning helps build the digital skills that help adults become self-directed learners. Among challenges, participants observed network and internet connectivity problems. Adult learners were unprepared, but there was no other way to drive lifelong learning endeavours, so they adjusted to online learning through group learning and practice to build their digital literacy skills. The paper recommends that training programmes on change and time management are organised for adult learners who lack those skills and high-speed internet installed at the learning centres.",2022,"",Foreign Countries; Adult Learning; Distance Education; COVID-19; Pandemics; Online Courses; Electronic Learning; Adult Education; Technological Literacy; Barriers; Student Adjustment; Coping; Student Attitudes,"Biney, Isaac Kofi",Journal Articles; Reports - Research
EJ1413797,An Instrumental Case Study of the Online Learning Experience of Macau University Students during COVID-19: What Kind of Online Presence Matters?,"Under the influence of COVID-19, most universities worldwide transitioned from face-to-face pedagogy to online hybrid learning. As a result, scholarly publications about this transition are rapidly accumulating. However, to date, there are few studies published in international journals investigating online education in Macau during the pandemic, particularly on the feeling of presence when Macau students study online. Using an instrumental case study at a university in Macau, this research explored online learning during the pandemic. The interviewees reported a lack of embodied presence in online learning. Nevertheless, many of them enjoyed this learning mode, as it provided a more reciprocal classroom, flexibility and convenience. The interviewees also believe the lack of physicality is not the determining challenge affecting online learning, suggesting that joint efforts and collaboration between peers, better-designed pedagogy for teachers, smoother teacher-student communication channels, the university's online policymaking, and the support of infrastructure, online teaching quality could all be improved. This result questions the emphasis on bodily presence in the online learning environment and the drawing of a stark divide between online and offline. In contrast, it endorses the concepts of presence under a framework of a Community of Inquiry, which is a more post-digital view, welcoming the seamless combination of the online and offline world within contemporary society.",2023,"",COVID-19; Pandemics; Electronic Learning; Learning Experience; Educational Change; Student Attitudes; Barriers; Instructional Effectiveness; College Students; Foreign Countries,Yulong Li,Journal Articles; Reports - Research
EJ1268365,Exploring EFL Students&apos; Perception of Online Learning via Microsoft Teams: University Level in Indonesia,"An internet connection has been crucial in the era of globalization to enhance human activities in various activities of economic, culture, defense, and many others, especially in the EFL classroom setting. Microsoft Teams as an innovative online learning platform provides unique features to enhance its potential to help EFL teachers to conduct better interaction as well learning environment in online learning. This research aimed at exploring students' perceptions of online learning via Microsoft Teams. The study was conducted with twenty-eight sixth-semester students at Open University (Universitas Terbuka-UPBJJ Jember). Data were collected by using questionnaires to gain information about the EFL students' perception of online learning via Microsoft Teams. The questionnaire was distributed to the students through Google forms after all materials in online learning had been conducted. The questionnaires data obtained were analyzed descriptively. The finding of the research revealed that online learning via Microsoft Teams is categorized as something new for the students but this interaction and learning environment motivated students in participating online learning, as a result, they can easier to comprehend the learning materials.",2020,"",English (Second Language); Second Language Learning; Student Attitudes; Electronic Learning; Computer Software; Computer Mediated Communication; Synchronous Communication; Foreign Countries; Educational Environment,"Rojabi, Ahmad Ridho",Journal Articles; Reports - Research
EJ1477123,Integrating Experiential Learning into Online Facilitation at the National Open University of Nigeria,"This paper underscores the significance of experiential learning, emphasising active engagement and practical application, particularly in the realm of online education. This research is focused on the National Open University of Nigeria (NOUN). The study employs a survey research design involving internal and external online facilitators. The research explores the perceptions, benefits, challenges, and potential strategies for integrating experiential learning into online facilitation. With a sample size of 276, data collection utilised a structured questionnaire, and analysis involved descriptive and inferential statistics. The study's findings have practical implications, informing policy decisions, instructional design practices, and faculty development initiatives at NOUN, ultimately aiming to enhance the holistic and immersive learning experience for online learners. The conclusion emphasises the potential of integrating experiential learning to elevate the quality, effectiveness, and real-world preparedness of NOUN's online programmes, fostering student engagement and critical thinking.",2025,"",Foreign Countries; Experiential Learning; Open Universities; Online Courses; Electronic Learning; College Faculty; Teacher Attitudes; Barriers,Adetola Adebisi Akanbiemu; Aderinola Ololade Dunmade; Akinade Adebowale Adewojo,Journal Articles; Reports - Research
EJ1260769,The Impact of Employment and University Connectedness on the Academic Success of College Students Taking Varying Numbers of Online Courses,"This paper reports two related studies on the role of student work, university connectedness, and taking online courses on college student academic success. In study 1, it was found that differences in GPA between students taking varying numbers of courses online is predicted by the number of hours students are working and not course format. It was also found that higher levels of university connectedness predicted higher GPAs in all students. In study 2, it was found that higher levels of university connectedness predicted higher GPAs in regular campus students, but not the fully online students. However, university connectedness predicated intentions to persist in both regular campus and fully online students. Implications are discussed.",2020,"",Student College Relationship; Sense of Community; Academic Achievement; College Students; Online Courses; Grade Point Average; Working Hours; Predictor Variables; Academic Persistence; Distance Education; Synchronous Communication; Student Characteristics; Intention; Student Employment,"Wilson, Steffen; Gore, Jonathan; Williamson, Brianna",Journal Articles; Reports - Research
EJ1443058,OLAF: An Assessment of Online Learning Outcomes among Forestry and Natural Resource Management University Students,"Online learning has become an important advance in education in the last decade. We developed an online learning system related to land and tree measurements. University students were given pre- and postexposure surveys for two courses offered within the online system. Surveys were designed to assess whether the knowledge level and confidence of students increased through interaction with the online system. A final assessment was conducted to understand user experiences with the online technology. Statistically significant increases in knowledge and confidence concerning land measurement concepts and tree measurement topics were evident among survey participants. Survey participants agreed that the course functioned properly, that graphics and images within the courses were useful, and that using the system prior to in-person instruction helped students better understand concepts.",2024,"",College Students; Forestry; Electronic Learning; Outcomes of Education; Course Evaluation; Educational Assessment; Comprehension; Self Efficacy,Krista Merry; Pete Bettinger; Taeyoon Lee,Journal Articles; Reports - Research
EJ1453972,The Mediating Role of Self-Regulated Online Learning Behaviors: Exploring the Impact of Personality Traits on Student Engagement,"Online learning environments have become increasingly prevalent in higher education, necessitating an understanding of factors influencing student engagement. This study examines the mediating role of self-regulated online learning in the relationship between five-factor personality traits and student engagement among university students. A sample of 437 university students from educational sciences, social sciences, and health sciences disciplines participated in the study. Data were collected using 'The Big Five Inventory' to assess personality traits, the 'Self-Regulated Online Learning Questionnaire' to measure self-regulated online learning, and the 'Student Engagement Scale in the Online Learning Environment' to evaluate student engagement. Structural equation modeling with bootstrap analysis was employed to analyze the data. The study findings indicate that the five factor personality traits significantly predict self-regulated online learning. Furthermore, self-regulated online learning is a significant predictor of students' engagement in the online learning environment. Additionally, the five factor personality traits are found to be significant predictors of student engagement in the online learning environment. Lastly, self-regulated online learning plays a partially mediating role in the relationship between the five factor personality traits and student engagement in the online learning environment. This study underscores the importance of considering individual differences in personality traits and fostering self-regulated learning strategies to enhance student engagement in online learning environments. Understanding these dynamics can inform the design of effective interventions aimed at improving student outcomes in online education.",2024,"",Self Management; Electronic Learning; Student Behavior; Personality Traits; Learner Engagement; College Students; Influences; Social Sciences; Health Sciences,Ahmet Kara; Funda Ergulec; Esra Eren,Journal Articles; Reports - Research
